Twój wiek?,'6. Czy uważasz, że pracodawca nie zapewnia Ci?',,,,,,,,,,,,,,
24-39 lat,,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,,,,
18-23 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,,,,
18-23 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,'bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę',,,,,,,,
18-23 lat,,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,równowagi pomiędzy pracą a życiem osobistym (work life balance),przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,szacunku i poszanowania godności,dbałości o klimat sprzyjający zadowoleniu z pracy
18-23 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
24-39 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,równowagi pomiędzy pracą a życiem osobistym (work life balance),,,,szacunku i poszanowania godności,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
40-55 lat,,,,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,,,,,
18-23 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,,,,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
24-39 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
24-39 lat,,,,,,,,,,,,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
40-55 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,'bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę',,,,przejrzystego systemu oceny pracy,,,szacunku i poszanowania godności,dbałości o klimat sprzyjający zadowoleniu z pracy
18-23 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,dopasowanego do potrzeb systemu motywacyjnego,,przejrzystego systemu oceny pracy,,,szacunku i poszanowania godności,
18-23 lat,,,,,,,,samodzielności w pracy adekwatnej do posiadanych kwalifikacji i doświadczenia,,,przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,odpowiednich do Twoich potrzeb warunków socjalnych,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,'bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę',,,równowagi pomiędzy pracą a życiem osobistym (work life balance),,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
24-39 lat,,,,,,,,,,równowagi pomiędzy pracą a życiem osobistym (work life balance),,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,szacunku i poszanowania godności,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,,,przejrzystego systemu oceny pracy,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,,,,,,,
40-55 lat,,,,,,,,,,,,,,,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,'bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę',,,,przejrzystego systemu oceny pracy,,,szacunku i poszanowania godności,
24-39 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
18-23 lat,,,,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,,,,,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,dopasowanego do potrzeb systemu motywacyjnego,równowagi pomiędzy pracą a życiem osobistym (work life balance),przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,dopasowanego do potrzeb systemu motywacyjnego,,przejrzystego systemu oceny pracy,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
24-39 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,dopasowanego do potrzeb systemu motywacyjnego,,przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,dbałości o klimat sprzyjający zadowoleniu z pracy
18-23 lat,,,,,,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
24-39 lat,,,,,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
24-39 lat,,,,,,,,,dopasowanego do potrzeb systemu motywacyjnego,równowagi pomiędzy pracą a życiem osobistym (work life balance),,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,'bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę',,,,,,,,
24-39 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,'bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę',,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
40-55 lat,,,,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,dopasowanego do potrzeb systemu motywacyjnego,równowagi pomiędzy pracą a życiem osobistym (work life balance),,,,,
24-39 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,równowagi pomiędzy pracą a życiem osobistym (work life balance),,,,,dbałości o klimat sprzyjający zadowoleniu z pracy
18-23 lat,,,,,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,,,,
24-39 lat,,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,dopasowanego do potrzeb systemu motywacyjnego,,,,,,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,dopasowanego do potrzeb systemu motywacyjnego,,,,,,
40-55 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,,,,
40-55 lat,,,,,,,,,,,,,,szacunku i poszanowania godności,
40-55 lat,,,,,,,,,dopasowanego do potrzeb systemu motywacyjnego,,,,,,
24-39 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,dopasowanego do potrzeb systemu motywacyjnego,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
24-39 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,dopasowanego do potrzeb systemu motywacyjnego,,,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,dopasowanego do potrzeb systemu motywacyjnego,,,,,,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,,,przejrzystego systemu oceny pracy,,,,
40-55 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,,,,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,samodzielności w pracy adekwatnej do posiadanych kwalifikacji i doświadczenia,,,przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,szacunku i poszanowania godności,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,dopasowanego do potrzeb systemu motywacyjnego,równowagi pomiędzy pracą a życiem osobistym (work life balance),przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,szacunku i poszanowania godności,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,,,,,,,,,równowagi pomiędzy pracą a życiem osobistym (work life balance),,,,,
40-55 lat,,,,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,,,,szacunku i poszanowania godności,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat,,,,,,,,samodzielności w pracy adekwatnej do posiadanych kwalifikacji i doświadczenia,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,szacunku i poszanowania godności,
24-39 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,samodzielności w pracy adekwatnej do posiadanych kwalifikacji i doświadczenia,,,,,,,
24-39 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,,,,,,,
24-39 lat,,,,,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,,,,
24-39 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,,,,,,,,,,,,,
18-23 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,,,,,,,
40-55 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,,,,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,,,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,,,,,
24-39 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,dopasowanego do potrzeb systemu motywacyjnego,,przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
24-39 lat,,,,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,,,,,
40-55 lat,,,,,,,,,,równowagi pomiędzy pracą a życiem osobistym (work life balance),,,,,
40-55 lat,,,,,,,,,,,,,,,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,,,,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
24-39 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,szacunku i poszanowania godności,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
40-55 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,,,,
40-55 lat,,,,,,,,,dopasowanego do potrzeb systemu motywacyjnego,,,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
24-39 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,,,,,,,,równowagi pomiędzy pracą a życiem osobistym (work life balance),,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
40-55 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,dbałości o klimat sprzyjający zadowoleniu z pracy
40-55 lat,,odpowiednich do Twoich potrzeb warunków socjalnych,,,,,,,,,,,,,
24-39 lat,,,,,,,,,dopasowanego do potrzeb systemu motywacyjnego,,,,,,
24-39 lat,,,,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,
40-55 lat,,,,,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,'bezpieczeństwa zatrudnienia, tj. stałej umowy o pracę',,,,przejrzystego systemu oceny pracy,,,,
40-55 lat,,,,,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,,,,
24-39 lat, narzędzi niezbędnych do wykonywania pracy i/lub właściwych warunków bhp,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,,,,
40-55 lat,,,,,,możliwości udziału w szkoleniach rozwijających kwalifikacje na zajmowanym stanowisku,,,,,,,,,
24-39 lat,,odpowiednich do Twoich potrzeb warunków socjalnych,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,samodzielności w pracy adekwatnej do posiadanych kwalifikacji i doświadczenia,,równowagi pomiędzy pracą a życiem osobistym (work life balance),,,,szacunku i poszanowania godności,
24-39 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,dopasowanego do potrzeb systemu motywacyjnego,,,,regularnego otrzymywania informacji zwrotnych dotyczących oceny jakości pracy,,
18-23 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,,dopasowanego do potrzeb systemu motywacyjnego,,,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,odpowiednich do Twoich potrzeb warunków socjalnych,,,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,,,przejrzystego systemu oceny pracy,,,,dbałości o klimat sprzyjający zadowoleniu z pracy
24-39 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,,,,samodzielności w pracy adekwatnej do posiadanych kwalifikacji i doświadczenia,,,,,,,
40-55 lat,,,możliwości awansu i/lub przejrzystych warunków jego uzyskania,satysfakcjonującego wynagrodzenia i/lub przejrzystych zasad jego podwyżek,szansy na rozwój osobisty wykraczający poza zajmowane stanowisko,,,,dopasowanego do potrzeb systemu motywacyjnego,,przejrzystego systemu oceny pracy,równego traktowania pracowników (brak dyskryminacji i brak faworyzowania wybranych pracowników),,,dbałości o klimat sprzyjający zadowoleniu z pracy
